#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
YH0205,0,20181112,935327,0,2400,2100,1542007968,1542015617
YH0205,1,20181112,56283,0,2400,2100,1542007968,1542014598
YH0205,1,20181112,7212,2400,2400,2400,1542007968,1542008034
YH0205,1,20181112,7274,2350,2350,2350,1542009060,1542009126
YH0205,1,20181112,7344,2300,2300,2300,1542010152,1542010219
YH0205,1,20181112,7162,2250,2250,2250,1542011247,1542011313
YH0205,1,20181112,9231,2200,2200,2200,1542012339,1542012405
YH0205,1,20181112,9099,2150,2150,2150,1542013437,1542013503
YH0205,1,20181112,8961,2100,2100,2100,1542014531,1542014598
YH0205,2,20181112,57981,0,2400,2100,1542008036,1542014666
YH0205,2,20181112,7595,2400,2400,2400,1542008036,1542008102
YH0205,2,20181112,7485,2350,2350,2350,1542009128,1542009194
YH0205,2,20181112,7649,2300,2300,2300,1542010220,1542010287
YH0205,2,20181112,7734,2250,2250,2250,1542011314,1542011380
YH0205,2,20181112,9421,2200,2200,2200,1542012407,1542012474
YH0205,2,20181112,9268,2150,2150,2150,1542013505,1542013571
YH0205,2,20181112,8829,2100,2100,2100,1542014599,1542014666
YH0205,3,20181112,62538,0,2400,2100,1542008104,1542014733
YH0205,3,20181112,7590,2400,2400,2400,1542008104,1542008170
YH0205,3,20181112,7688,2350,2350,2350,1542009195,1542009262
YH0205,3,20181112,7751,2300,2300,2300,1542010288,1542010355
YH0205,3,20181112,7721,2250,2250,2250,1542011382,1542011448
YH0205,3,20181112,10802,2200,2200,2200,1542012475,1542012541
YH0205,3,20181112,10730,2150,2150,2150,1542013573,1542013639
YH0205,3,20181112,10256,2100,2100,2100,1542014667,1542014733
YH0205,4,20181112,57287,0,2400,2100,1542008172,1542014801
YH0205,4,20181112,7257,2400,2400,2400,1542008172,1542008238
YH0205,4,20181112,7255,2350,2350,2350,1542009263,1542009329
YH0205,4,20181112,7202,2300,2300,2300,1542010356,1542010422
YH0205,4,20181112,7351,2250,2250,2250,1542011450,1542011516
YH0205,4,20181112,9690,2200,2200,2200,1542012543,1542012610
YH0205,4,20181112,9350,2150,2150,2150,1542013641,1542013707
YH0205,4,20181112,9182,2100,2100,2100,1542014735,1542014801
YH0205,5,20181112,55138,0,2400,2100,1542008240,1542014870
YH0205,5,20181112,7578,2400,2400,2400,1542008240,1542008306
YH0205,5,20181112,7713,2350,2350,2350,1542009331,1542009397
YH0205,5,20181112,7593,2300,2300,2300,1542010424,1542010491
YH0205,5,20181112,7581,2250,2250,2250,1542011518,1542011584
YH0205,5,20181112,8352,2200,2200,2200,1542012612,1542012678
YH0205,5,20181112,8297,2150,2150,2150,1542013709,1542013775
YH0205,5,20181112,8024,2100,2100,2100,1542014803,1542014870
