#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
JT0695,0,20181004,728412,0,3260,2860,1538650079,1538657718
JT0695,1,20181004,41989,0,3260,2860,1538650079,1538656702
JT0695,1,20181004,5517,3260,3260,3260,1538650079,1538650145
JT0695,1,20181004,5748,3210,3210,3210,1538651169,1538651235
JT0695,1,20181004,6245,3160,3160,3160,1538652259,1538652325
JT0695,1,20181004,6373,3110,3110,3110,1538653357,1538653423
JT0695,1,20181004,6190,3060,3060,3060,1538654452,1538654518
JT0695,1,20181004,6041,2960,2960,2960,1538655545,1538655611
JT0695,1,20181004,5875,2860,2860,2860,1538656635,1538656702
JT0695,2,20181004,43746,0,3260,2860,1538650147,1538656769
JT0695,2,20181004,5698,3260,3260,3260,1538650147,1538650213
JT0695,2,20181004,5815,3210,3210,3210,1538651237,1538651303
JT0695,2,20181004,6649,3160,3160,3160,1538652328,1538652394
JT0695,2,20181004,6515,3110,3110,3110,1538653425,1538653491
JT0695,2,20181004,6648,3060,3060,3060,1538654520,1538654586
JT0695,2,20181004,6353,2960,2960,2960,1538655613,1538655679
JT0695,2,20181004,6068,2860,2860,2860,1538656703,1538656769
JT0695,3,20181004,46466,0,3260,2860,1538650215,1538656837
JT0695,3,20181004,5706,3260,3260,3260,1538650215,1538650281
JT0695,3,20181004,5679,3210,3210,3210,1538651305,1538651371
JT0695,3,20181004,7000,3160,3160,3160,1538652396,1538652462
JT0695,3,20181004,7127,3110,3110,3110,1538653493,1538653559
JT0695,3,20181004,7000,3060,3060,3060,1538654588,1538654655
JT0695,3,20181004,7076,2960,2960,2960,1538655681,1538655747
JT0695,3,20181004,6878,2860,2860,2860,1538656770,1538656837
JT0695,4,20181004,45804,0,3260,2860,1538650282,1538656905
JT0695,4,20181004,5753,3260,3260,3260,1538650282,1538650349
JT0695,4,20181004,5763,3210,3210,3210,1538651373,1538651439
JT0695,4,20181004,6803,3160,3160,3160,1538652465,1538652531
JT0695,4,20181004,7012,3110,3110,3110,1538653562,1538653628
JT0695,4,20181004,7022,3060,3060,3060,1538654656,1538654723
JT0695,4,20181004,6931,2960,2960,2960,1538655749,1538655815
JT0695,4,20181004,6520,2860,2860,2860,1538656838,1538656905
JT0695,5,20181004,40656,0,3260,2860,1538650350,1538656973
JT0695,5,20181004,5704,3260,3260,3260,1538650350,1538650417
JT0695,5,20181004,5821,3210,3210,3210,1538651441,1538651507
JT0695,5,20181004,5999,3160,3160,3160,1538652533,1538652599
JT0695,5,20181004,6072,3110,3110,3110,1538653630,1538653696
JT0695,5,20181004,5974,3060,3060,3060,1538654725,1538654791
