#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
JT0695,0,20181005,714590,0,3260,2860,1538732040,1538739692
JT0695,1,20181005,40857,0,3260,2860,1538732040,1538738676
JT0695,1,20181005,5592,3260,3260,3260,1538732040,1538732107
JT0695,1,20181005,5653,3210,3210,3210,1538733133,1538733200
JT0695,1,20181005,6116,3160,3160,3160,1538734227,1538734293
JT0695,1,20181005,5989,3110,3110,3110,1538735327,1538735393
JT0695,1,20181005,6014,3060,3060,3060,1538736423,1538736490
JT0695,1,20181005,5895,2960,2960,2960,1538737518,1538737584
JT0695,1,20181005,5598,2860,2860,2860,1538738609,1538738676
JT0695,2,20181005,42374,0,3260,2860,1538732108,1538738744
JT0695,2,20181005,5740,3260,3260,3260,1538732108,1538732175
JT0695,2,20181005,5733,3210,3210,3210,1538733201,1538733268
JT0695,2,20181005,6365,3160,3160,3160,1538734295,1538734362
JT0695,2,20181005,6350,3110,3110,3110,1538735395,1538735461
JT0695,2,20181005,6184,3060,3060,3060,1538736492,1538736558
JT0695,2,20181005,6128,2960,2960,2960,1538737586,1538737652
JT0695,2,20181005,5874,2860,2860,2860,1538738677,1538738744
JT0695,3,20181005,44769,0,3260,2860,1538732176,1538738811
JT0695,3,20181005,5699,3260,3260,3260,1538732176,1538732243
JT0695,3,20181005,5615,3210,3210,3210,1538733269,1538733336
JT0695,3,20181005,6710,3160,3160,3160,1538734364,1538734430
JT0695,3,20181005,6883,3110,3110,3110,1538735463,1538735530
JT0695,3,20181005,6628,3060,3060,3060,1538736560,1538736626
JT0695,3,20181005,6689,2960,2960,2960,1538737653,1538737720
JT0695,3,20181005,6545,2860,2860,2860,1538738745,1538738811
JT0695,4,20181005,44533,0,3260,2860,1538732245,1538738879
JT0695,4,20181005,5688,3260,3260,3260,1538732245,1538732311
JT0695,4,20181005,5696,3210,3210,3210,1538733337,1538733404
JT0695,4,20181005,6869,3160,3160,3160,1538734433,1538734499
JT0695,4,20181005,6814,3110,3110,3110,1538735532,1538735598
JT0695,4,20181005,6628,3060,3060,3060,1538736628,1538736694
JT0695,4,20181005,6449,2960,2960,2960,1538737721,1538737788
JT0695,4,20181005,6389,2860,2860,2860,1538738812,1538738879
JT0695,5,20181005,41220,0,3260,2860,1538732313,1538738947
JT0695,5,20181005,5749,3260,3260,3260,1538732313,1538732379
JT0695,5,20181005,5677,3210,3210,3210,1538733405,1538733472
JT0695,5,20181005,6237,3160,3160,3160,1538734501,1538734568
JT0695,5,20181005,6173,3110,3110,3110,1538735600,1538735667
JT0695,5,20181005,5994,3060,3060,3060,1538736696,1538736763
JT0695,5,20181005,5918,2960,2960,2960,1538737790,1538737856
JT0695,5,20181005,5472,2860,2860,2860,1538738880,1538738947
JT0695,6,20181005,42115,0,3260,2860,1538732381,1538739014
JT0695,6,20181005,5769,3260,3260,3260,1538732381,1538732447
JT0695,6,20181005,5796,3210,3210,3210,1538733473,1538733540
JT0695,6,20181005,6422,3160,3160,3160,1538734570,1538734637
JT0695,6,20181005,6348,3110,3110,3110,1538735669,1538735735
JT0695,6,20181005,6394,3060,3060,3060,1538736764,1538736831
JT0695,6,20181005,5851,2960,2960,2960,1538737857,1538737924
JT0695,6,20181005,5535,2860,2860,2860,1538738948,1538739014
JT0695,7,20181005,44888,0,3260,2860,1538732449,1538739082
JT0695,7,20181005,5856,3260,3260,3260,1538732449,1538732515
JT0695,7,20181005,5892,3210,3210,3210,1538733541,1538733608
JT0695,7,20181005,6841,3160,3160,3160,1538734639,1538734705
JT0695,7,20181005,6861,3110,3110,3110,1538735737,1538735803
JT0695,7,20181005,6673,3060,3060,3060,1538736832,1538736899
JT0695,7,20181005,6570,2960,2960,2960,1538737925,1538737992
JT0695,7,20181005,6195,2860,2860,2860,1538739016,1538739082
JT0695,8,20181005,42416,0,3260,2860,1538732517,1538739150
JT0695,8,20181005,5881,3260,3260,3260,1538732517,1538732583
JT0695,8,20181005,5878,3210,3210,3210,1538733609,1538733675
JT0695,8,20181005,6381,3160,3160,3160,1538734707,1538734773
JT0695,8,20181005,6573,3110,3110,3110,1538735805,1538735871
JT0695,8,20181005,6199,3060,3060,3060,1538736900,1538736967
JT0695,8,20181005,5912,2960,2960,2960,1538737993,1538738060
JT0695,8,20181005,5592,2860,2860,2860,1538739083,1538739150
JT0695,9,20181005,47305,0,3260,2860,1538732585,1538739218
JT0695,9,20181005,5887,3260,3260,3260,1538732585,1538732651
JT0695,9,20181005,6003,3210,3210,3210,1538733677,1538733744
JT0695,9,20181005,7293,3160,3160,3160,1538734775,1538734841
JT0695,9,20181005,7118,3110,3110,3110,1538735873,1538735939
JT0695,9,20181005,7107,3060,3060,3060,1538736968,1538737035
JT0695,9,20181005,7025,2960,2960,2960,1538738061,1538738128
JT0695,9,20181005,6872,2860,2860,2860,1538739151,1538739218
JT0695,10,20181005,46363,0,3260,2860,1538732653,1538739285
JT0695,10,20181005,6169,3260,3260,3260,1538732653,1538732719
JT0695,10,20181005,6088,3210,3210,3210,1538733745,1538733811
JT0695,10,20181005,6900,3160,3160,3160,1538734843,1538734910
JT0695,10,20181005,6956,3110,3110,3110,1538735941,1538736008
JT0695,10,20181005,6879,3060,3060,3060,1538737036,1538737103
JT0695,10,20181005,6850,2960,2960,2960,1538738129,1538738196
JT0695,10,20181005,6521,2860,2860,2860,1538739219,1538739285
JT0695,11,20181005,47639,0,3260,2860,1538732720,1538739353
JT0695,11,20181005,6003,3260,3260,3260,1538732720,1538732787
JT0695,11,20181005,6107,3210,3210,3210,1538733813,1538733879
JT0695,11,20181005,7158,3160,3160,3160,1538734912,1538734978
JT0695,11,20181005,7127,3110,3110,3110,1538736009,1538736076
JT0695,11,20181005,7235,3060,3060,3060,1538737104,1538737171
JT0695,11,20181005,7003,2960,2960,2960,1538738197,1538738263
JT0695,11,20181005,7006,2860,2860,2860,1538739287,1538739353
JT0695,12,20181005,46436,0,3260,2860,1538732788,1538739421
JT0695,12,20181005,6091,3260,3260,3260,1538732788,1538732855
JT0695,12,20181005,6085,3210,3210,3210,1538733880,1538733947
JT0695,12,20181005,7023,3160,3160,3160,1538734980,1538735046
JT0695,12,20181005,6766,3110,3110,3110,1538736077,1538736144
JT0695,12,20181005,7089,3060,3060,3060,1538737172,1538737239
JT0695,12,20181005,6793,2960,2960,2960,1538738265,1538738331
JT0695,12,20181005,6589,2860,2860,2860,1538739355,1538739421
JT0695,13,20181005,45277,0,3260,2860,1538732857,1538739489
JT0695,13,20181005,6208,3260,3260,3260,1538732857,1538732923
