#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
JT0695,0,20181007,689607,0,3260,2860,1538918601,1538926247
JT0695,1,20181007,40659,0,3260,2860,1538918601,1538925232
JT0695,1,20181007,5200,3260,3260,3260,1538918601,1538918668
JT0695,1,20181007,5209,3210,3210,3210,1538919692,1538919759
JT0695,1,20181007,6133,3160,3160,3160,1538920783,1538920849
JT0695,1,20181007,6140,3110,3110,3110,1538921883,1538921949
JT0695,1,20181007,6169,3060,3060,3060,1538922979,1538923046
JT0695,1,20181007,6010,2960,2960,2960,1538924073,1538924139
JT0695,1,20181007,5798,2860,2860,2860,1538925166,1538925232
JT0695,2,20181007,40845,0,3260,2860,1538918669,1538925300
JT0695,2,20181007,5377,3260,3260,3260,1538918669,1538918736
JT0695,2,20181007,5299,3210,3210,3210,1538919760,1538919827
JT0695,2,20181007,6098,3160,3160,3160,1538920851,1538920918
JT0695,2,20181007,6046,3110,3110,3110,1538921951,1538922018
JT0695,2,20181007,6081,3060,3060,3060,1538923048,1538923114
JT0695,2,20181007,6067,2960,2960,2960,1538924141,1538924207
JT0695,2,20181007,5877,2860,2860,2860,1538925233,1538925300
JT0695,3,20181007,44109,0,3260,2860,1538918737,1538925367
JT0695,3,20181007,5353,3260,3260,3260,1538918737,1538918803
JT0695,3,20181007,5353,3210,3210,3210,1538919828,1538919895
JT0695,3,20181007,6965,3160,3160,3160,1538920920,1538920987
JT0695,3,20181007,6911,3110,3110,3110,1538922020,1538922086
JT0695,3,20181007,6734,3060,3060,3060,1538923116,1538923182
JT0695,3,20181007,6496,2960,2960,2960,1538924208,1538924275
JT0695,3,20181007,6297,2860,2860,2860,1538925301,1538925367
JT0695,4,20181007,42506,0,3260,2860,1538918805,1538925435
JT0695,4,20181007,5415,3260,3260,3260,1538918805,1538918872
JT0695,4,20181007,5115,3210,3210,3210,1538919896,1538919962
JT0695,4,20181007,6504,3160,3160,3160,1538920989,1538921055
JT0695,4,20181007,6595,3110,3110,3110,1538922088,1538922155
JT0695,4,20181007,6315,3060,3060,3060,1538923184,1538923250
JT0695,4,20181007,6429,2960,2960,2960,1538924276,1538924343
JT0695,4,20181007,6133,2860,2860,2860,1538925369,1538925435
JT0695,5,20181007,39072,0,3260,2860,1538918873,1538925503
JT0695,5,20181007,5481,3260,3260,3260,1538918873,1538918940
JT0695,5,20181007,5429,3210,3210,3210,1538919964,1538920030
JT0695,5,20181007,5663,3160,3160,3160,1538921058,1538921124
JT0695,5,20181007,5820,3110,3110,3110,1538922157,1538922223
JT0695,5,20181007,5768,3060,3060,3060,1538923252,1538923319
JT0695,5,20181007,5672,2960,2960,2960,1538924344,1538924411
JT0695,5,20181007,5239,2860,2860,2860,1538925437,1538925503
JT0695,6,20181007,40081,0,3260,2860,1538918941,1538925571
JT0695,6,20181007,5267,3260,3260,3260,1538918941,1538919007
JT0695,6,20181007,5391,3210,3210,3210,1538920032,1538920098
JT0695,6,20181007,6120,3160,3160,3160,1538921126,1538921193
JT0695,6,20181007,5986,3110,3110,3110,1538922225,1538922291
JT0695,6,20181007,6083,3060,3060,3060,1538923320,1538923387
JT0695,6,20181007,5907,2960,2960,2960,1538924412,1538924479
JT0695,6,20181007,5327,2860,2860,2860,1538925504,1538925571
JT0695,7,20181007,43948,0,3260,2860,1538919009,1538925638
JT0695,7,20181007,5568,3260,3260,3260,1538919009,1538919075
JT0695,7,20181007,5562,3210,3210,3210,1538920100,1538920166
JT0695,7,20181007,6703,3160,3160,3160,1538921195,1538921261
JT0695,7,20181007,6726,3110,3110,3110,1538922293,1538922360
JT0695,7,20181007,6679,3060,3060,3060,1538923388,1538923455
JT0695,7,20181007,6526,2960,2960,2960,1538924480,1538924546
JT0695,7,20181007,6184,2860,2860,2860,1538925572,1538925638
JT0695,8,20181007,41037,0,3260,2860,1538919077,1538925706
JT0695,8,20181007,5449,3260,3260,3260,1538919077,1538919143
JT0695,8,20181007,5520,3210,3210,3210,1538920167,1538920233
JT0695,8,20181007,6269,3160,3160,3160,1538921263,1538921330
JT0695,8,20181007,6390,3110,3110,3110,1538922361,1538922428
JT0695,8,20181007,6227,3060,3060,3060,1538923456,1538923523
JT0695,8,20181007,5861,2960,2960,2960,1538924548,1538924614
JT0695,8,20181007,5321,2860,2860,2860,1538925639,1538925706
JT0695,9,20181007,45308,0,3260,2860,1538919145,1538925773
JT0695,9,20181007,5631,3260,3260,3260,1538919145,1538919211
JT0695,9,20181007,5594,3210,3210,3210,1538920235,1538920302
JT0695,9,20181007,6930,3160,3160,3160,1538921332,1538921398
JT0695,9,20181007,6826,3110,3110,3110,1538922430,1538922496
JT0695,9,20181007,6924,3060,3060,3060,1538923524,1538923591
JT0695,9,20181007,6768,2960,2960,2960,1538924616,1538924682
JT0695,9,20181007,6635,2860,2860,2860,1538925707,1538925773
JT0695,10,20181007,44642,0,3260,2860,1538919213,1538925841
JT0695,10,20181007,5860,3260,3260,3260,1538919213,1538919279
JT0695,10,20181007,5759,3210,3210,3210,1538920303,1538920369
JT0695,10,20181007,6718,3160,3160,3160,1538921400,1538921466
JT0695,10,20181007,6633,3110,3110,3110,1538922497,1538922564
JT0695,10,20181007,6650,3060,3060,3060,1538923592,1538923659
JT0695,10,20181007,6651,2960,2960,2960,1538924683,1538924750
JT0695,10,20181007,6371,2860,2860,2860,1538925775,1538925841
JT0695,11,20181007,46111,0,3260,2860,1538919280,1538925909
JT0695,11,20181007,5781,3260,3260,3260,1538919280,1538919347
