#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
JT0695,0,20181005,719064,0,3260,2860,1538741338,1538748988
JT0695,1,20181005,42046,0,3260,2860,1538741338,1538747971
JT0695,1,20181005,5604,3260,3260,3260,1538741338,1538741405
JT0695,1,20181005,5545,3210,3210,3210,1538742430,1538742496
JT0695,1,20181005,6353,3160,3160,3160,1538743521,1538743588
JT0695,1,20181005,6229,3110,3110,3110,1538744621,1538744687
JT0695,1,20181005,6118,3060,3060,3060,1538745717,1538745784
JT0695,1,20181005,6143,2960,2960,2960,1538746812,1538746878
JT0695,1,20181005,6054,2860,2860,2860,1538747905,1538747971
JT0695,2,20181005,43072,0,3260,2860,1538741406,1538748039
JT0695,2,20181005,5742,3260,3260,3260,1538741406,1538741473
JT0695,2,20181005,5440,3210,3210,3210,1538742498,1538742565
JT0695,2,20181005,6672,3160,3160,3160,1538743590,1538743656
JT0695,2,20181005,6433,3110,3110,3110,1538744689,1538744756
JT0695,2,20181005,6344,3060,3060,3060,1538745785,1538745852
JT0695,2,20181005,6382,2960,2960,2960,1538746879,1538746946
JT0695,2,20181005,6059,2860,2860,2860,1538747973,1538748039
JT0695,3,20181005,47265,0,3260,2860,1538741474,1538748107
JT0695,3,20181005,5802,3260,3260,3260,1538741474,1538741541
JT0695,3,20181005,5566,3210,3210,3210,1538742566,1538742633
JT0695,3,20181005,7431,3160,3160,3160,1538743658,1538743725
JT0695,3,20181005,7418,3110,3110,3110,1538744758,1538744824
JT0695,3,20181005,7165,3060,3060,3060,1538745853,1538745920
JT0695,3,20181005,7107,2960,2960,2960,1538746947,1538747014
JT0695,3,20181005,6776,2860,2860,2860,1538748041,1538748107
JT0695,4,20181005,44648,0,3260,2860,1538741542,1538748175
JT0695,4,20181005,5578,3260,3260,3260,1538741542,1538741609
JT0695,4,20181005,5427,3210,3210,3210,1538742634,1538742701
JT0695,4,20181005,7017,3160,3160,3160,1538743727,1538743794
JT0695,4,20181005,6987,3110,3110,3110,1538744826,1538744892
JT0695,4,20181005,6720,3060,3060,3060,1538745922,1538745988
JT0695,4,20181005,6654,2960,2960,2960,1538747015,1538747082
JT0695,4,20181005,6265,2860,2860,2860,1538748109,1538748175
JT0695,5,20181005,41435,0,3260,2860,1538741610,1538748243
JT0695,5,20181005,5721,3260,3260,3260,1538741610,1538741677
JT0695,5,20181005,5386,3210,3210,3210,1538742702,1538742769
JT0695,5,20181005,6251,3160,3160,3160,1538743796,1538743863
JT0695,5,20181005,6335,3110,3110,3110,1538744895,1538744961
JT0695,5,20181005,6184,3060,3060,3060,1538745990,1538746057
JT0695,5,20181005,6061,2960,2960,2960,1538747083,1538747150
JT0695,5,20181005,5497,2860,2860,2860,1538748177,1538748243
JT0695,6,20181005,43102,0,3260,2860,1538741678,1538748311
JT0695,6,20181005,5765,3260,3260,3260,1538741678,1538741745
JT0695,6,20181005,5571,3210,3210,3210,1538742770,1538742836
JT0695,6,20181005,6642,3160,3160,3160,1538743865,1538743931
JT0695,6,20181005,6529,3110,3110,3110,1538744963,1538745029
