#MCP-PMT ID,Ch No.,Date,# of Entries,HV Set Value / V,HV Start / V,HV End / V,Start Time,End Time
YH0205,0,20181107,902121,0,2400,2100,1541562468,1541570168
YH0205,1,20181107,52865,0,2400,2100,1541562468,1541569149
YH0205,1,20181107,7279,2400,2400,2400,1541562468,1541562534
YH0205,1,20181107,7385,2350,2350,2350,1541563560,1541563627
YH0205,1,20181107,7426,2300,2300,2300,1541564650,1541564716
YH0205,1,20181107,7335,2250,2250,2250,1541565744,1541565810
YH0205,1,20181107,8048,2200,2200,2200,1541566835,1541566901
YH0205,1,20181107,7867,2150,2150,2150,1541567989,1541568055
YH0205,1,20181107,7525,2100,2100,2100,1541569083,1541569149
YH0205,2,20181107,55790,0,2400,2100,1541562535,1541569217
YH0205,2,20181107,7722,2400,2400,2400,1541562535,1541562601
YH0205,2,20181107,7659,2350,2350,2350,1541563628,1541563694
YH0205,2,20181107,7884,2300,2300,2300,1541564718,1541564784
YH0205,2,20181107,7785,2250,2250,2250,1541565812,1541565878
YH0205,2,20181107,8438,2200,2200,2200,1541566903,1541566970
YH0205,2,20181107,8372,2150,2150,2150,1541568057,1541568123
YH0205,2,20181107,7930,2100,2100,2100,1541569151,1541569217
YH0205,3,20181107,57960,0,2400,2100,1541562603,1541569285
YH0205,3,20181107,7730,2400,2400,2400,1541562603,1541562669
YH0205,3,20181107,7782,2350,2350,2350,1541563696,1541563762
YH0205,3,20181107,7819,2300,2300,2300,1541564786,1541564852
YH0205,3,20181107,7765,2250,2250,2250,1541565879,1541565945
YH0205,3,20181107,9167,2200,2200,2200,1541566971,1541567037
YH0205,3,20181107,8952,2150,2150,2150,1541568125,1541568191
YH0205,3,20181107,8745,2100,2100,2100,1541569219,1541569285
YH0205,4,20181107,55107,0,2400,2100,1541562671,1541569353
YH0205,4,20181107,7347,2400,2400,2400,1541562671,1541562737
YH0205,4,20181107,7124,2350,2350,2350,1541563764,1541563830
YH0205,4,20181107,7459,2300,2300,2300,1541564853,1541564920
YH0205,4,20181107,7450,2250,2250,2250,1541565947,1541566013
YH0205,4,20181107,8736,2200,2200,2200,1541567039,1541567106
YH0205,4,20181107,8672,2150,2150,2150,1541568192,1541568259
YH0205,4,20181107,8319,2100,2100,2100,1541569286,1541569353
YH0205,5,20181107,55168,0,2400,2100,1541562739,1541569421
YH0205,5,20181107,7843,2400,2400,2400,1541562739,1541562805
YH0205,5,20181107,7682,2350,2350,2350,1541563832,1541563898
YH0205,5,20181107,7789,2300,2300,2300,1541564922,1541564988
YH0205,5,20181107,7772,2250,2250,2250,1541566015,1541566081
YH0205,5,20181107,8141,2200,2200,2200,1541567108,1541567174
YH0205,5,20181107,8194,2150,2150,2150,1541568261,1541568327
YH0205,5,20181107,7747,2100,2100,2100,1541569354,1541569421
YH0205,6,20181107,55943,0,2400,2100,1541562807,1541569489
YH0205,6,20181107,7908,2400,2400,2400,1541562807,1541562874
YH0205,6,20181107,7739,2350,2350,2350,1541563899,1541563966
YH0205,6,20181107,7879,2300,2300,2300,1541564990,1541565056
YH0205,6,20181107,7869,2250,2250,2250,1541566083,1541566149
YH0205,6,20181107,8268,2200,2200,2200,1541567176,1541567243
YH0205,6,20181107,8329,2150,2150,2150,1541568329,1541568395
YH0205,6,20181107,7951,2100,2100,2100,1541569422,1541569489
YH0205,7,20181107,57570,0,2400,2100,1541562875,1541569557
YH0205,7,20181107,7947,2400,2400,2400,1541562875,1541562942
YH0205,7,20181107,7782,2350,2350,2350,1541563967,1541564033
YH0205,7,20181107,7712,2300,2300,2300,1541565058,1541565124
YH0205,7,20181107,8080,2250,2250,2250,1541566151,1541566217
YH0205,7,20181107,8756,2200,2200,2200,1541567244,1541567311
YH0205,7,20181107,8727,2150,2150,2150,1541568397,1541568463
YH0205,7,20181107,8566,2100,2100,2100,1541569490,1541569557
YH0205,8,20181107,54566,0,2400,2100,1541562943,1541569625
YH0205,8,20181107,7741,2400,2400,2400,1541562943,1541563010
YH0205,8,20181107,7629,2350,2350,2350,1541564035,1541564101
YH0205,8,20181107,7648,2300,2300,2300,1541565126,1541565192
YH0205,8,20181107,7608,2250,2250,2250,1541566219,1541566285
YH0205,8,20181107,8156,2200,2200,2200,1541567313,1541567379
YH0205,8,20181107,8006,2150,2150,2150,1541568465,1541568531
YH0205,8,20181107,7778,2100,2100,2100,1541569558,1541569625
YH0205,9,20181107,58009,0,2400,2100,1541563011,1541569693
YH0205,9,20181107,7736,2400,2400,2400,1541563011,1541563078
YH0205,9,20181107,7822,2350,2350,2350,1541564103,1541564169
YH0205,9,20181107,7773,2300,2300,2300,1541565194,1541565261
YH0205,9,20181107,7816,2250,2250,2250,1541566287,1541566353
YH0205,9,20181107,8846,2200,2200,2200,1541567381,1541567447
YH0205,9,20181107,9159,2150,2150,2150,1541568533,1541568600
YH0205,9,20181107,8857,2100,2100,2100,1541569626,1541569693
YH0205,10,20181107,58748,0,2400,2100,1541563079,1541569760
YH0205,10,20181107,7813,2400,2400,2400,1541563079,1541563146
YH0205,10,20181107,7922,2350,2350,2350,1541564171,1541564237
YH0205,10,20181107,8116,2300,2300,2300,1541565262,1541565329
YH0205,10,20181107,8177,2250,2250,2250,1541566355,1541566421
YH0205,10,20181107,9115,2200,2200,2200,1541567449,1541567516
YH0205,10,20181107,8824,2150,2150,2150,1541568601,1541568668
YH0205,10,20181107,8781,2100,2100,2100,1541569694,1541569760
YH0205,11,20181107,59647,0,2400,2100,1541563147,1541569828
YH0205,11,20181107,7976,2400,2400,2400,1541563147,1541563214
YH0205,11,20181107,7882,2350,2350,2350,1541564238,1541564304
YH0205,11,20181107,8045,2300,2300,2300,1541565330,1541565397
YH0205,11,20181107,7927,2250,2250,2250,1541566422,1541566489
YH0205,11,20181107,9439,2200,2200,2200,1541567518,1541567584
YH0205,11,20181107,9248,2150,2150,2150,1541568669,1541568736
YH0205,11,20181107,9130,2100,2100,2100,1541569762,1541569828
YH0205,12,20181107,58280,0,2400,2100,1541563215,1541569896
YH0205,12,20181107,7929,2400,2400,2400,1541563215,1541563282
YH0205,12,20181107,8005,2350,2350,2350,1541564306,1541564372
YH0205,12,20181107,7916,2300,2300,2300,1541565399,1541565465
YH0205,12,20181107,7849,2250,2250,2250,1541566490,1541566557
YH0205,12,20181107,8788,2200,2200,2200,1541567586,1541567652
YH0205,12,20181107,9026,2150,2150,2150,1541568738,1541568804
YH0205,12,20181107,8767,2100,2100,2100,1541569830,1541569896
YH0205,13,20181107,55322,0,2400,2100,1541563284,1541569964
YH0205,13,20181107,7483,2400,2400,2400,1541563284,1541563350
YH0205,13,20181107,7639,2350,2350,2350,1541564374,1541564440
YH0205,13,20181107,7602,2300,2300,2300,1541565467,1541565533
YH0205,13,20181107,7402,2250,2250,2250,1541566559,1541566625
YH0205,13,20181107,8449,2200,2200,2200,1541567654,1541567721
YH0205,13,20181107,8399,2150,2150,2150,1541568806,1541568873
YH0205,13,20181107,8348,2100,2100,2100,1541569898,1541569964
YH0205,14,20181107,56818,0,2400,2100,1541563352,1541570032
YH0205,14,20181107,7722,2400,2400,2400,1541563352,1541563418
YH0205,14,20181107,7787,2350,2350,2350,1541564442,1541564508
YH0205,14,20181107,7857,2300,2300,2300,1541565535,1541565601
YH0205,14,20181107,7860,2250,2250,2250,1541566626,1541566693
YH0205,14,20181107,8637,2200,2200,2200,1541567722,1541567789
YH0205,14,20181107,8570,2150,2150,2150,1541568874,1541568941
YH0205,14,20181107,8385,2100,2100,2100,1541569966,1541570032
YH0205,15,20181107,53381,0,2400,2100,1541563419,1541570100
YH0205,15,20181107,7710,2400,2400,2400,1541563419,1541563486
YH0205,15,20181107,7849,2350,2350,2350,1541564509,1541564576
YH0205,15,20181107,7890,2300,2300,2300,1541565603,1541565669
YH0205,15,20181107,7587,2250,2250,2250,1541566694,1541566761
YH0205,15,20181107,7877,2200,2200,2200,1541567790,1541567914
YH0205,15,20181107,7687,2150,2150,2150,1541568942,1541569009
YH0205,15,20181107,6781,2100,2100,2100,1541570034,1541570100
YH0205,16,20181107,56947,0,2400,2100,1541563487,1541570168
YH0205,16,20181107,7709,2400,2400,2400,1541563487,1541563554
YH0205,16,20181107,7805,2350,2350,2350,1541564577,1541564643
YH0205,16,20181107,7897,2300,2300,2300,1541565671,1541565737
YH0205,16,20181107,7870,2250,2250,2250,1541566762,1541566828
YH0205,16,20181107,8670,2200,2200,2200,1541567916,1541567982
YH0205,16,20181107,8460,2150,2150,2150,1541569010,1541569076
YH0205,16,20181107,8536,2100,2100,2100,1541570101,1541570168
